text,sentiment
USERID  USERID  USERID USERID pagi  USERID USERID undang cewe2 kece  USERID USERID dong  USERID  USERID ,0
USERID  USERID  USERID USERID udh penuh mau gmn lg dong   USERID  USERID USERID tp jngan kelelep jg kali   USERID  USERID USERID keleleb mau    USERID  USERID USERID  USERID ,0
USERID  USERID  USERID USERID were not a gay interracial couple brighton  USERID  haha i remember that oh gosh URL  USERID ,0
USERID  USERID  USERID jazmine leigh gets a big black dick URL  USERID  USERID ,0
USERID  USERID  ¬ ¬ ∩suck my dick  USERID  USERID ,1
USERID  USERID USERID      im no punk bitch  USERID ,1
USERID  USERID USERID    ·  ·        oh excuse me  just lookin for a fuck to give  USERID ,0
USERID  USERID USERID    ·  ·        oh excuse me  just lookin for a fuck to give ctfu  USERID ,0
USERID  USERID USERID    ·  ·      oh excuse me  just lookin for a fuck to give  USERID ,0
USERID  USERID USERID    ·  ·      oh excuse me just lookin for a fuck to give  USERID ,0
" USERID  USERID USERID    ·  ·   USERID USERID  USERID USERID  USERID USERID       
oh excuse me  just lookin for a fuck to give  USERID ",0
USERID  USERID USERID    ·  ·   USERID USERID  USERID USERID  USERID USERID        USERID USERID oh excuse me  just lookin for a fuck to give  USERID ,0
USERID  USERID USERID   USERID  USERID USERID  USERID  USERID USERID i respect all single moms dat shit aint easy  USERID ,0
USERID  USERID USERID   USERID  USERID USERID bitch my daddys name  USERID  USERID you got two capital letter in your fi   USERID ,0
USERID  USERID USERID   USERID  USERID USERID fallin in love wit a hoe  USERID  USERID ,0
USERID  USERID USERID   USERID  USERID USERID im not taking advice from no bitch that i wouldnt trade places with  USERID  USERID ,0
USERID  USERID USERID   USERID  USERID USERID lol at girls acting like they play 2k hahaha  USERID bitch you know you dont know wtf you doing  USERID ,1
USERID  USERID USERID   USERID  USERID USERID nama kok nanggung hyun bin bin siapa yang lengkap dong  USERID ,0
USERID  USERID USERID   USERID  USERID USERID why you so worried about my life for  like damn   USERID ,1
USERID  USERID USERID   USERID erky as shit   USERID ,1
USERID  USERID USERID  USERID  USERID  USERID  sit downcause  USERID we get shit staed  lmao   USERID ,0
USERID  USERID USERID  USERID  USERID  USERID USERID  USERID  USERID USERID damn yall wassup smh  USERID ,1
USERID  USERID USERID  USERID  USERID  USERID USERID i hate twitter wisdom shut the fuck upp most of yall aint shit lol  USERID ,1
USERID  USERID USERID  USERID  USERID  USERID USERID i low key witnessed a girl go gay today«no  USERID ,1
USERID  USERID USERID  USERID  USERID  USERID USERID most of the lightskinned girls on my tl tweet irrelevant shit  USERID ,1
USERID  USERID USERID  USERID  USERID  USERID when a basic bitch think u subtweetin they non factor ass lol«ha  USERID ,1
USERID  USERID USERID  USERID  USERID USERID   USERID USERID some days i feel loved  others dont nobody fuck with me  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID 3 words 8 letters could mean go to hell  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID USERID oh ok halo mimin    minta tolong  USERID dong aku buka  USERID  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID dear bitch pls stop talking behind me   USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID hoe noem je een adoptiekind uit china afhaalchinees  USERID  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID mulutmulut gue trsrh gue dong mau ngmng apa  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID b  USERID USERID   USERID  USERID bantu dong kalo yg mau  USERID aja yg enggak mendingan gak  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID eta pisan y  USERID  USERID USERID pngn ganti hp dong mah pah   USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID im so territorial shit is rediculous  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID jadi temen gue kok kalo cuma ada mau nya doang go to hell aja  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID limit  USERID dong  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID mention dong  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID wie the fuck zijn feit en mening  hahaha echt he s • ahaahhaahhah • mpp hahhaha  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID you brought up my name i could give a fuck about your life  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID youre bitch girl  fuck  mind fucker   USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID  USERID USERID “ilovebecky these the real ballers that other shit baby money URL  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID  w a i t i n g gtgtgtgtgtdamnright i hate dat shit with a passion  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck cap christian they faggets  USERID  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID USERID  USERID anak rj yang rese itu mention dong orangnya kalo berani ufufufufu  USERID  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID i keep it 100and aint nobody gone fuck with meoh oh oh oh pow  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID is not bullshittin out here good shit bro  USERID USERID preciate that bro  USERID  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID mikes mix up  snookies a hoe  lt lol now that was honest  USERID  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID not hating at all fool she just some shit and she illuminati  USERID  USERID USERID   USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID s deze gare hans   kijk hoe goed ik je ken eh  ik wist gewoon dat jij dat niet was x  USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID USERID shut up sis lol you always call me a  hot dick shawty  USERID   USERID ,0
USERID  USERID USERID  USERID  USERID USERID  USERID fucks with you « well in that case fuck you  have a bad day  USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID i l0ve you  youre a piece of shit tho  fuck you   USERID southpark   USERID ,1
USERID  USERID USERID  USERID  USERID USERID  USERID i was pissed that twitter was down amp then became cont URL  USERID ,1
USERID  USERID USERID  USERID  USERID USERID a relationship without respect will never work tru shit  USERID ,1
USERID  USERID USERID  USERID  USERID USERID be straight up i fucking hate that beating around the bush shit  USERID ,1
USERID  USERID USERID  USERID  USERID USERID bitch id love to slap you but im against animal abuse  USERID ,1
USERID  USERID USERID  USERID  USERID USERID bitch please i can remove 99 of your beauty with a wet paper towel  USERID ,1
USERID  USERID USERID  USERID  USERID USERID bitch u ugly u got no say  USERID ,1
USERID  USERID USERID  USERID  USERID USERID buy his ass some blow up dolls kuz he cant get no pussy to save his life   USERID  USERID ,1
USERID  USERID USERID  USERID  USERID USERID cancel dat bitch ill buy another 1 nino voice who you gon cancel not me  USERID ,0
USERID  USERID USERID  USERID  USERID USERID control your whoremones slut  USERID ,0
USERID  USERID USERID  USERID  USERID USERID d  USERID USERID “itsallambition so fuck whoever hatin on a nigga URL  USERID ,0
USERID  USERID USERID  USERID  USERID USERID damn  damn damn what i do to have you here here   USERID ,0
USERID  USERID USERID  USERID  USERID USERID damn  this single life sucks   USERID ,1
USERID  USERID USERID  USERID  USERID USERID didnt give a fuck yesterday dont give a fuck today and i prolly wont give a fuck tomorrow  USERID ,1
USERID  USERID USERID  USERID  USERID USERID dont fuck up something thats down for life for something thats just around for a night  USERID ,0
USERID  USERID USERID  USERID  USERID USERID echofon is being a bitch again argh  USERID ,1
USERID  USERID USERID  USERID  USERID USERID ele é  USERID USERID gay cuidado  USERID ,0
USERID  USERID USERID  USERID  USERID USERID fuck i look like  jaleel  lol inded  USERID ,1
USERID  USERID USERID  USERID  USERID USERID fuck this phone  USERID ,1
USERID  USERID USERID  USERID  USERID USERID girls chase the players ignore the nice guys then complain about it    i treat all my hoes like shit  USERID ,1
USERID  USERID USERID  USERID  USERID USERID give a fuck about your lifestyle we live this shit  USERID ,1
USERID  USERID USERID  USERID  USERID USERID go tigers  USERID USERID go lions  USERID USERID go detroit damn it  USERID ,0
USERID  USERID USERID  USERID  USERID USERID hahahaha this shit gettin real grabs popcorn  takes seat  USERID ,0
USERID  USERID USERID  USERID  USERID USERID heb nog legging aan enzo  shit man kaulo kikker land  ahahahaha   niet lachn is niet leuk s  USERID ,0
USERID  USERID USERID  USERID  USERID USERID hey bitch i dont act tomboy nor do i act girly i like dresses and heels but i dont wear them  USERID USERID   USERID ,0
USERID  USERID USERID  USERID  USERID USERID hoe kan gym buiten door gaan   USERID  USERID ,0
USERID  USERID USERID  USERID  USERID USERID hoe zet je een slotje op je acc  via web  doe voor me  USERID ,0
USERID  USERID USERID  USERID  USERID USERID how can white ppl sex n have kids with their own brothersparents etc that some next shit  USERID   USERID ,1
" USERID  USERID USERID  USERID  USERID USERID i fuck with these hoes from a 




distance   USERID ",0
USERID  USERID USERID  USERID  USERID USERID i hate when i get into an argument with someone and after the argument i have more shit to say  USERID ,1
USERID  USERID USERID  USERID  USERID USERID i hate when im in my feelings  some depressing shit comes on   USERID ,1
USERID  USERID USERID  USERID  USERID USERID i hate when people try to act like they know everything like stfu you dont know shit  USERID ,1
USERID  USERID USERID  USERID  USERID USERID i never say too much i just be waitin fa a btch to cross me so i can pull dey hoe card oh   USERID ,0
USERID  USERID USERID  USERID  USERID USERID i should of got up earlier and made breakfast for him ima shit girlfriend lol on smash salute  USERID USERID   USERID ,0
USERID  USERID USERID  USERID  USERID USERID i swear barry sanders by  USERID USERID is the fuckin shit  USERID ,1
USERID  USERID USERID  USERID  USERID USERID i walk inside school    fuck everybody plus a couple niggas need pencils i feel like pen riley  USERID ,1
USERID  USERID USERID  USERID  USERID USERID i wanna fuck  USERID ,1
USERID  USERID USERID  USERID  USERID USERID if i were a bird i know exactly who i would shit on first  USERID ,1
USERID  USERID USERID  USERID  USERID USERID if you dont like gay marriage blame straight people theyre the ones who keep having gay babies  USERID ,1
USERID  USERID USERID  USERID  USERID USERID if you dont like gaysban straight marriageit apparently keeps producing gay babies  USERID USERID p  USERID ,1
USERID  USERID USERID  USERID  USERID USERID if you have shit weave dont ask for man with nice shape up lt dnt even ask for a man with ambition  USERID ,0
USERID  USERID USERID  USERID  USERID USERID im done trying  like a motherfucker  USERID ,1
USERID  USERID USERID  USERID  USERID USERID inhale the good shit exhale the bullshit  USERID ,0
USERID  USERID USERID  USERID  USERID USERID its not cute to fuck with another girl boyfriend  USERID ,1
USERID  USERID USERID  USERID  USERID USERID just because yur a freak doesnt mean yur a hoe   USERID ,0
USERID  USERID USERID  USERID  USERID USERID just saw my ex workin at mcdonalds im mad she aint even hook me up smh thas why yo pussy sme   USERID ,1
USERID  USERID USERID  USERID  USERID USERID lick that pussy till her eyes roll back  tears sta coming her eyes   USERID ,1
USERID  USERID USERID  USERID  USERID USERID lie to me once  shit will never be the same  USERID ,1
USERID  USERID USERID  USERID  USERID USERID m  USERID  USERID USERID  USERID  USERID bantu dong kalo yg mau  USERID aja yg enggak mendingan gak usah   USERID ,0
USERID  USERID USERID  USERID  USERID USERID mau  USERID USERID  USERID  USERID USERID  USERID  USERID USERID ada yg mau di follow fllwrs bantu dong d  USERID ,0
USERID  USERID USERID  USERID  USERID USERID mlk is gonna go down hill once class of  USERID leave thatt bitch   USERID ,1
USERID  USERID USERID  USERID  USERID USERID most def trollin for that cp pussy somebody wit the neckkonomics degree  USERID  USERID USERID  USERID USERID   USERID ,0
USERID  USERID USERID  USERID  USERID USERID my boi  USERID USERID coming down to the a to fuck wit us for   its fittna be livelt  USERID  USERID ,1
USERID  USERID USERID  USERID  USERID USERID niggas cant keep a good bitch » hell naw they want these nothin ass bitches  USERID ,1
USERID  USERID USERID  USERID  USERID USERID oh sweetie could the words attention whore wiped across your forehead in big bold letters shine any harder  USERID ,0
USERID  USERID USERID  USERID  USERID USERID ok itz obvious im on my shit  USERID ,0
USERID  USERID USERID  USERID  USERID USERID play with my pussy  dont play with my hea lt3  USERID  USERID ,1
USERID  USERID USERID  USERID  USERID USERID relationship  1 girl  1 dude  1 ex trying to fuck up everything do the math  USERID ,1
USERID  USERID USERID  USERID  USERID USERID rubias de ojos verdes  me llamabas bombónltcosa jajaja che gay  USERID ,0
USERID  USERID USERID  USERID  USERID USERID sexy hick  USERID what the fuck you creepy creepy bitch sexy and  USERID USERID   USERID ,0
USERID  USERID USERID  USERID  USERID USERID she done fucked every randy john dick  andy  USERID ,0
USERID  USERID USERID  USERID  USERID USERID spongebobs always gonna be funny as fuck no matter how old you are  USERID ,0
USERID  USERID USERID  USERID  USERID USERID stas writing text fuck no i shouldnt ill look annoying erases  USERID ,1
USERID  USERID USERID  USERID  USERID USERID stressing and obessesin is not my style i was raise to say fuck u w a high class smile lt3  USERID ,1
USERID  USERID USERID  USERID  USERID USERID the fuck outta my face  your fucking pathetic  USERID ,1
USERID  USERID USERID  USERID  USERID USERID there is an app is your son gay for parents  what about for the dl and married  URL  USERID ,0
USERID  USERID USERID  USERID  USERID USERID this shit is crazy  USERID   USERID USERID brand new leak dmp  we aint playin prod not   USERID ,1
USERID  USERID USERID  USERID  USERID USERID time for  USERID gtwho the hell caresltnigga shut the fuck up  USERID ,1
USERID  USERID USERID  USERID  USERID USERID trust is like virginity once you fuck it youll never get it back  USERID senyum pepsodent  USERID ,1
USERID  USERID USERID  USERID  USERID USERID twinkle twinkle little slut name one guy you havent fucked  USERID ,0
USERID  USERID USERID  USERID  USERID USERID when you assume shit you make a fool of yourself  USERID ,0
USERID  USERID USERID  USERID  USERID USERID who the hell are the bruins everybody in new england before the playoffs  USERID ,1
USERID  USERID USERID  USERID  USERID USERID you got all types of fans of teams that didnt even make it to the postseason talking shit about yank   USERID ,1
USERID  USERID USERID  USERID  USERID USERID you had all weekend to do your homework um sorry bitch i have a life  USERID ,1
USERID  USERID USERID  USERID  USERID USERID youre the one who let me go fuck  USERID ,1
USERID  USERID USERID  USERID  USERID USERID “wyntre first i park my car  then i fuck yo bitch” swag  whoop  USERID ,0
USERID  USERID USERID  USERID  USERID capital of dreadheads lt hell yes  USERID ,0
USERID  USERID USERID  USERID  USERID we put da muthafuckin yankees out boi do it fuck yeahtigers  USERID ,0
USERID  USERID USERID  USERID  let you run no damn train on me you got me bent tf over   USERID ,1
USERID  USERID USERID  USERID  where niggas throw on a jean jacket some nike socks and a snapback and they fresh as fuck  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID lets make this shit go down  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID i like nigger dick too buddy  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID bitch did i ask for your fuckin corrections i got my phone for that  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID i aint gotta put up with this shit lmao  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID all hell naw  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID called kingley a nigger and a coon this fool is gonna die tomorrow lol  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID crotch is the new bitch punchy and genderneutral couesy of  USERID USERID  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID da hoe was da bitch dat had your gay lookin ass how many dicks yall doin ctfu boy dis ain   USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID damn all yall bein fake this week huh  how   USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID fuck big sean  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID hell yea he tried to take his anger out on me  lmfao  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID lmao but on the slick if they had some hot shit i wouldclothes dont define the man  USERID  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID lmao did this ninja just call me a damn thundercunt  ltyuup hahaha  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID lmfao he dont do shit but sit around his grandma house all day  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID lol fuck white girls i bet they cant fuck like a black or even mixed girls  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID night talking about crazy shit when we went to sixflagslt3 when we chilled erry da   USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID right we gettin that shit rockin say no more ill show luv he doin hiz thing  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID shut the fuck up  USERID USERID most annoying fucks on tv  USERID USERID kim your a fuckin doush  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID they are and have always been about cock smoking and ass thumping  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID this bitch said 5 heell no  USERID ,1
USERID  USERID USERID  USERID USERID  USERID USERID we young as hell in dis junt lol  USERID URL lmao omg where you get dis  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID whats better than free foodnot a damn thingltsex lmao ltfree weed lol  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID yea i kno shit  USERID USERID least u do nick  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID yeaa when they say dtown reppin till i die hoe thought of you fools haha  USERID ,0
USERID  USERID USERID  USERID USERID  USERID USERID you talkin shit and she laughinltwhy you mad though  USERID ,1
USERID  USERID USERID  USERID USERID  USERID hell yea i have  USERID ,0
USERID  USERID USERID  USERID USERID  USERID tomorrow queer camp moville presents a military industrial complex sm pageant URL  USERID ,0
USERID  USERID USERID  USERID USERID  USERID yea i fuckd upi admit i fucked upbut everbody fuck up  USERID ,0
USERID  USERID USERID  USERID USERID  dont act like you wouldnt fuck that bitch from victorious too shit make me look like a weird ass or somet   USERID ,0
USERID  USERID USERID  USERID USERID  fuck yo fuck nursing lmfao her african voice  USERID ,1
USERID  USERID USERID  USERID USERID  i swear dat shit happend to me lastweekend i lied n said i need 2 use da bathroom  went out da back   USERID ,1
USERID  USERID USERID  USERID USERID  iknoee imma go on weight watchers like jennifer hudson and then imma juss get surgery cuzz dha shit d   USERID ,0
USERID  USERID USERID  USERID USERID  kelamaan nunggukak tengku bls mentions ku bls dong cpt  USERID ,0
USERID  USERID USERID  USERID USERID  pussy   USERID ,0
USERID  USERID USERID  USERID USERID  pussy nigga lay down pt 2  USERID USERID  URL  USERID ,0
USERID  USERID USERID  USERID USERID  well done if you wanted to be remembered as that bitch with the iphone if there is a hell feel   USERID ,1
USERID  USERID USERID  USERID USERID a gente é tão gay  USERID ,0
USERID  USERID USERID  USERID USERID about damn time ctfu lti knw right  USERID ,0
USERID  USERID USERID  USERID USERID aha im jealous i told my og im getting pink spikes for track season and he said its gay lol  USERID ,1
USERID  USERID USERID  USERID USERID ahha yeah i did just not as bad as you though lol get one son b  shit  i have to  did you get a 3 or 4  USERID ,0
USERID  USERID USERID  USERID USERID aint dat da damn truthsmdh  USERID ,0
USERID  USERID USERID  USERID USERID and  USERID USERID sum pussy ass fuck niggaz fuck dem niggaz dey will steal yo hoe and will hang up like 1  USERID   USERID ,0
USERID  USERID USERID  USERID USERID and i am a bitch lol  USERID ,1
USERID  USERID USERID  USERID USERID aw hell yeah  USERID ,0
USERID  USERID USERID  USERID USERID ayee dont let anyone fuck witchyu and lemme know if they does cuz sum1 fuckin witchyu is fwm and th   USERID ,1
USERID  USERID USERID  USERID USERID basically  kinda  stfu you never listened to jcole  so you cant say shit   USERID ,1
USERID  USERID USERID  USERID USERID be retweetin the dumbest shit of mine  USERID ,1
USERID  USERID USERID  USERID USERID being gay is like christmas every day  USERID ,1
USERID  USERID USERID  USERID USERID bitch how about you unfollow me  its a free world gtgtlmao  guess shit to  USERID  USERID ,1
USERID  USERID USERID  USERID USERID bitch yo avi is tea  USERID ,1
USERID  USERID USERID  USERID USERID bout damn time lol  USERID ,0
USERID  USERID USERID  USERID USERID c o r e y suck a nigga dick bird aha   USERID ,0
USERID  USERID USERID  USERID USERID coastville they was bigg as shit and thanks bro  USERID ,0
USERID  USERID USERID  USERID USERID cock craving disease lmfao  USERID ,1
USERID  USERID USERID  USERID USERID confirm pickup  aw shit he won the auction  USERID ,1
USERID  USERID USERID  USERID USERID cpetan dong kluarin  USERID USERID klaamaan disimpen nti di semutin lloh ga sabar ni mw liat dance jealous  USERID USERID   USERID ,0
USERID  USERID USERID  USERID USERID damn girl u got them weed lips  USERID ,0
USERID  USERID USERID  USERID USERID damn lol intellectual ass nigga  USERID ,0
USERID  USERID USERID  USERID USERID damn new track everyday of the week tho lol  USERID ,0
USERID  USERID USERID  USERID USERID damn nigga u moving aint u i taught u well but slow the f down please  USERID ,1
USERID  USERID USERID  USERID USERID damn straight and itd have to be the mother of all quakes cant beat island life thats for sure  USERID ,1
USERID  USERID USERID  USERID USERID damn tht shit looks good  USERID ,0
USERID  USERID USERID  USERID USERID damn u got a phatt butt m  USERID ,0
USERID  USERID USERID  USERID USERID damn yo you forgot all about me  USERID  USERID ,0
USERID  USERID USERID  USERID USERID damn you went so hard lmao  USERID ,0
USERID  USERID USERID  USERID USERID dat twitcon os icey as fuck sir  USERID ,0
USERID  USERID USERID  USERID USERID doggy style bcuz im a fr3aky bitch  ok ni  USERID  USERID ,1
USERID  USERID USERID  USERID USERID dont forget about ur tia shanna when your wealthy gay boy   USERID ,0
USERID  USERID USERID  USERID USERID dont fuck me dont fuck me dont f  USERID ,1
