text,sentiment
" USERID USERID  USERID 
 thats the type of shit to get u cut  USERID  USERID ",0
USERID USERID  USERID  USERID USERID  USERID  USERID USERID its shitty that the half pipe is in bad condition you still kick so much ass shaun  USERID ,1
USERID USERID  USERID  USERID USERID ill never be surrounded by this much pussy ever again  USERID USERID  USERID ,1
" USERID USERID  USERID  USERID USERID oh shit i forgot my glasses i look like kim kardashian 
im trying to get my mom to call me kanye west  USERID ",1
USERID USERID  USERID  USERID bitch dont even  USERID ,1
USERID USERID  USERID  USERID fuck boy  USERID ,1
USERID USERID  USERID  USERID i about to cry what type of fool up shit is this im thinking its a movie about people with wings but hell  USERID  USERID ,1
USERID USERID  USERID  USERID what dicks  USERID you know ion like wee wee  USERID you must miss me bitch  USERID ,1
USERID USERID  USERID URL bitch is sucking his soul oh damn  USERID ,1
USERID USERID  USERID URL damn already  USERID ,0
USERID USERID  USERID URL holy shit you can turn gay men straight with booty like that  USERID  USERID ,0
USERID USERID  USERID URL that nigga shit doin the naenae cuhz”  USERID ,0
USERID USERID  USERID URL this is too damn cute man  USERID ,0
" USERID USERID  USERID USERID 
but dont you go bed like 4am sometimes

how the hell do you manage that everyday  USERID ",1
" USERID USERID  USERID USERID 
im already pregnant to spaz so that could be tough our very own spaz  USERID ",1
" USERID USERID  USERID USERID 
u whore  USERID ",0
USERID USERID  USERID USERID  USERID  USERID USERID  USERID USERID  USERID USERID thats some deep shit  USERID ,0
USERID USERID  USERID USERID  USERID  USERID USERID 123 ok now kiss  USERID USERID faceass like shit thoe  USERID speaking from experience lls  USERID ,0
USERID USERID  USERID USERID  USERID  USERID this shit so ignorant bro  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID  USERID USERID im tellin yall now  USERID no fuck shit on fri  USERID g shit  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck yeahcant resistand you know that  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID lol thus ya got the shit 2 handle itwe dont  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID pass that shit  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck all wrong with u dene haha  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck i forgot about  USERID USERID  USERID USERID lmao  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID thought you might you cunt  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID tl shit smh URL  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID well then go and fuck your mother  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID yeah that bitch aint even rich wtf  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID your still trying it like go back to ur box dyke  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID that shit is a tease to me send some this way stonerfam  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID URL new shit peep it  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID any you daftys want to bad that wee cunt later  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID dude martell friday night u get a ride for fuck all  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck you bandwagon heat fans  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID he was a kid fuck you kajan lets trawl through ur shit now  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID it aint bullying if he tryna fight all these niggas  USERID USERID like he superman or some shit  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID lol tha fuck  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID oh fuck off amp go troll someone who gives a fuck  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID arnob wil beat the shit out of  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID bruh youre a cum gurgling thunder cunt just stop  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID bye bitch youre irrelevant  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID damn his body is yummy  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID damn not even for me sexy lady  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID every time i put my enormous dick in this pocket pussy i think if my dad  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID for reals huh he sins gonna do shit  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID ill fuck her up gerald  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID nigga getcho pussy ass out my mentions  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID not really lol your 30 odd and your calling a 20 year old a cunt  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID shut the fuck up bitch  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID steele go you cunt  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID thank god that shit was annoying  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID then why are you bashing on other people dick  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID what a shit remark  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID whats a shit show  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID where im at pussy  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID who are you you cant jump on our team fuck you  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID yeah and youre still a bitch  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID yo im dead looking like they suck dick for a living with that mouth  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID you aint gonna do shit  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID fuck you too then asshole  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID a hem is this thing on taps dick followed by feedback  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID aint gonna bring your bitch ass friend back either  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID an you know its sad when you talk shit and your only come back is grammar  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID bitch please dont take my phrase  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID bitch you not even on  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID cant even see that nigga face they had to censor that bitch  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID cpjs isnt getting kicked from high so fuck off  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID damn it ralph im tired of your shit  USERID im fucking you up tomorrow morning and thats  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID damn kim better let him pipe  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID damn those hip thrusts  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID doesent give a fuck still tryna fight the female makes sense  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID dont tweet stupid shit and i wont  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID free gets a lot of shit because theres a lot of fan service but its totally not bad  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck off  USERID you misskicked the winner and you had jerzy in the sticks  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck sake where even is my hair whys it so short  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck that other party  USERID USERID lexii gtgtgtgt URL  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck you guys ganging up lol i wish i had some boys to have my back  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID fuck you you gus dont get it if it werent for me none of you would be playing  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID fucking hell ana and aaliyah sounds like the hottest duo ever lt3  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID he has not guts  USERID USERID will shit in his pants even thinking about a case against ambanis  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID hell yea them shits good asl  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID hell yeah real soon  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID hell yeah same here bruh its about to be hella fun haha  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID i ate 10 before i came bitch  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID i couldnt give a shit tbh all i want is you to admit you cheated on me haha  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID i feel really bad that i only got a sloppy blowjob amp anal today  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID i knew shit was gunna go down yaw niggas fighting over females smh  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID i mean but damn lol  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID i still take my bag to class cause fuck weiser  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID i swear hoeima come fuck wit yall boys soon thats my word  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID i tried to say this is horse shit  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID idk that looks like a shit hole  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID its called scholarship guevon you gotta earn that shit  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID jay you are a bitch you even left early on christmas you my friend are soft  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID just standing up for a girl who cant stand up for herself because a pussy ass dude hit  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID kendrick you aint shit but a follow ass nigga ill choke slam you hoe lmao  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID lets do this shit  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID little but of everything keith urban is meaningful as fuck  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID lmao do u have an issue cuz ik as hell u dont wanna do wht yur bout to do  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID lmao yall females hell nobody said nun bout jumping shorty  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID lol he talks shit bout erryone tho legit look at all his previous tweets hahah  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID lol you lost after all that shit talking 20 dont post shit when you lost bum  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID look i got a gemma styles follow i aint gonna give a shit about this anymore  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID lukes here to fuck shit up  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID naw that atl shit be wat niggas go 2 dat shit be fun though  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID nobody likes you bitch p jk you can come si quieres p  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID oh hell yea starrcade 97 is what i will watch tomorrow first  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID oh really URL damn this nigga got exposseedd  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID oh shit really ugh  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID oh shit ruth hustlin out here breh  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID oh shit tez those fightin words b  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID ok you go find that funny please just shut the fuck up now boring  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID okay take your whore fetish out of my mentions  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID or dean is actually still in hell and this is all a torture by alastair  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID pardon my french but fuck yes  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID please beat the hell out of ss today girls fbu i need to make fun of my roommate  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID sarah broke the damn porch  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID shut the fuck up frank  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID shut up dickweed the website wont load upget your shit fixed for us  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID so you never talked about justin your not talking shit now  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID that bitch is the  USERID we gotta pay homage 2 him yall no hating  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID the hell are you ladies talkin about in here  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID the real problem is that the zoo doesnt have medical records mendoza zoo is a living hell  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID umm yes they are aint no banking shit man  USERID thats some clown ass shiy  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID wasnt there an admin who lit traveled across state lines to fuck a 16 yo  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID wassup i been waitin for that shit and basketball dead we puttin money  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID well when dash told to twi to go fuck herself i mean p  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID what kind of envy is that for being a whorehomewrckergold digger slut like herso funny  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID what the fuck is that i deleted my facebook  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID what the hell is the topic  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID what the literal fuck are you talking about are you on reefer cigarettes  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID why doesnt the bitch come and fight her own battles i know because she knows were right  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID why she cute as fuck  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID why you corny how many days ago that lame shit was up and you bring it up again foh  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID USERID yall hell  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID  USERID USERID you are all going to hell  USERID ,1
USERID USERID  USERID USERID  USERID USERID  USERID damn hes gonna get u a bear and ur not gonna put out thats fucked up  USERID ,0
USERID USERID  USERID USERID  USERID USERID 2 months ago lol dead nan fuck off now your getting blocked  USERID ,1
USERID USERID  USERID USERID  USERID USERID a woman you call her a woman she sure walks around like she has a 22 inch cock shes not a woman  USERID ,1
USERID USERID  USERID USERID  USERID USERID and  USERID USERID gone straight to your arse  USERID ,1
USERID USERID  USERID USERID  USERID USERID and dont name the damn storms it puts them on a level of a hurricane its 1 of frozen water people  USERID ,1
USERID USERID  USERID USERID  USERID USERID and hes annoying as hell him and tim tebow should date  USERID ,1
USERID USERID  USERID USERID  USERID USERID annoyed our money is paying such a bitch her salary  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID answer me lil bitch  USERID ,0
USERID USERID  USERID USERID  USERID USERID as the acting elephant seal i want a proven number 1 contender to fight to the death to fuck cjs aunt  USERID ,1
USERID USERID  USERID USERID  USERID USERID ay turn up hell yeah scoop a nigga up  USERID ,0
USERID USERID  USERID USERID  USERID USERID ayo bubba or whatever your name is i heard you scamming bitch tits  USERID ,0
USERID USERID  USERID USERID  USERID USERID because fuck you i have a lamborghini URL  USERID ,0
USERID USERID  USERID USERID  USERID USERID bitch i want your head  USERID tf fuck zae  USERID USERID address  USERID USERID all yall can get my one idgaf  USERID ,1
USERID USERID  USERID USERID  USERID USERID bitch pease my booty pops cause an 87 magnitude earthquake  USERID ,1
USERID USERID  USERID USERID  USERID USERID bitch u was cryin over that bitch shut up lol bitch fuck u im crying kuz u bald headed  USERID USERID  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID bitch what  USERID ,1
USERID USERID  USERID USERID  USERID USERID both of you damn  USERID ,0
USERID USERID  USERID USERID  USERID USERID bro my shit 100 authentic u prolly dont even know wat company it is bro  USERID ,0
USERID USERID  USERID USERID  USERID USERID but you brung it up the reason i aint say shit to her is bc i know she not on shit girl bye  USERID ,1
USERID USERID  USERID USERID  USERID USERID calm the fuck down all of you just drop everything i cant go on twitter one day without intervening  USERID ,1
USERID USERID  USERID USERID  USERID USERID calm your dick its narusaku because you will die like a little shit  USERID ,1
USERID USERID  USERID USERID  USERID USERID can i die now literally pissed bc of this  USERID ,1
USERID USERID  USERID USERID  USERID USERID cant wait to crash and totally eff shit up  USERID ,1
USERID USERID  USERID USERID  USERID USERID cause dont nobody want kemos washed up tired as fuck acting ass  USERID ,1
USERID USERID  USERID USERID  USERID USERID cmon dana i wanna see more about tuf 19 you cant wipe your ass before you shit son  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID damn and detectivelindsey left the show with a  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID damn bruh lol  USERID ,0
USERID USERID  USERID USERID  USERID USERID damn i meant dont  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID damn ight nvm  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID damn looking cute  USERID USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID damn paige you changed  USERID ,1
USERID USERID  USERID USERID  USERID USERID damn that was a good round  USERID ,0
USERID USERID  USERID USERID  USERID USERID damn v youre good at this lol  USERID ,0
USERID USERID  USERID USERID  USERID USERID darn lmao what will ever do at least im real and not some fake ugly rude bitch like your self  USERID ,1
USERID USERID  USERID USERID  USERID USERID dick head  USERID ,0
USERID USERID  USERID USERID  USERID USERID did they such assholes over there holy shit  USERID ,0
USERID USERID  USERID USERID  USERID USERID ding dong your opinion is wrong  USERID ,1
USERID USERID  USERID USERID  USERID USERID ditto thats why i got the novels i wanted to understand and not just bitch  USERID ,1
USERID USERID  USERID USERID  USERID USERID dont come back bitch  USERID ,1
USERID USERID  USERID USERID  USERID USERID dont start giving it fucking streetyour egg is shit  USERID ,1
USERID USERID  USERID USERID  USERID USERID eat a dick  USERID ,1
USERID USERID  USERID USERID  USERID USERID elephantitus of the arse  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID everyone except  USERID USERID fuck him and  USERID USERID  USERID USERID girl even hetero i cant approve  USERID ,0
USERID USERID  USERID USERID  USERID USERID falls 2 knees damn  USERID ,1
USERID USERID  USERID USERID  USERID USERID foolin lol i got this shit too we both stoned haha  USERID ,0
USERID USERID  USERID USERID  USERID USERID fuck a kathleen  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck all of you…  USERID ,0
USERID USERID  USERID USERID  USERID USERID fuck it  USERID ,0
USERID USERID  USERID USERID  USERID USERID fuck it as long as its on the ig it happened  USERID ,0
USERID USERID  USERID USERID  USERID USERID fuck off  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck skeezers  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck the one hot girl in my class isnt here  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck them im blocking them im not gonna let a little punk talk about my family like that  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck tht nigga tht u love so bad i know u still think about those times we had  USERID ,0
" USERID USERID  USERID USERID  USERID USERID fuck you
URL  USERID ",0
USERID USERID  USERID USERID  USERID USERID fuck you  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck you  USERID  USERID ,1
USERID USERID  USERID USERID  USERID USERID fuck you austin hahahaha its funny now though  USERID ,0
USERID USERID  USERID USERID  USERID USERID fuck your fifa bucks it was on nba bitch  USERID ,1
USERID USERID  USERID USERID  USERID USERID get dat follow bitch  USERID ,0
USERID USERID  USERID USERID  USERID USERID good shit boys  USERID ,0
USERID USERID  USERID USERID  USERID USERID good shit right here gt URL  USERID  USERID  USERID  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID ha hell na  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID haha bloody hell weird  USERID ,0
USERID USERID  USERID USERID  USERID USERID haha me get my ass whooped ya fuckin right fuck with me fuck boi  USERID ,0
USERID USERID  USERID USERID  USERID USERID hahaha hell yeah hes thick as fuck  USERID i need two hands to grab that ass  USERID ,1
USERID USERID  USERID USERID  USERID USERID hahahahahahaha his heads popped he was gonna let someone have a shit on his chest for £15 once  USERID ,1
USERID USERID  USERID USERID  USERID USERID hell yea  USERID ,0
USERID USERID  USERID USERID  USERID USERID hell yeah and joe no more 3s  USERID ,0
USERID USERID  USERID USERID  USERID USERID hell yeah thts wat she meant lol  USERID ,0
USERID USERID  USERID USERID  USERID USERID hell yeahh  USERID  USERID ,0
USERID USERID  USERID USERID  USERID USERID hell yes  USERID ,0
USERID USERID  USERID USERID  USERID USERID hell yes bro me too im ready to watch yall do work and contribute as much as i can  USERID ,0
USERID USERID  USERID USERID  USERID USERID hey did u read my tweets about my 1st celeb encounter and it was  USERID USERID  USERID total dick  USERID ,0
USERID USERID  USERID USERID  USERID USERID hey michal fuck ethan oh wait haha suck it  USERID ,0
USERID USERID  USERID USERID  USERID USERID his opinion will quickly change when van dijk moves to arsenal or some shit for 10 million  USERID ,1
USERID USERID  USERID USERID  USERID USERID holy fuck  USERID ,1
USERID USERID  USERID USERID  USERID USERID holy shit  USERID ,0
USERID USERID  USERID USERID  USERID USERID holy shit balls  USERID ,0
USERID USERID  USERID USERID  USERID USERID holy shit that sounds amazing  USERID ,0
USERID USERID  USERID USERID  USERID USERID how about your pussy ass grows up and fights for a reason not a girl that dont like your bitvh ass  USERID ,0
USERID USERID  USERID USERID  USERID USERID how the fuck do i join this oo  USERID ,1
USERID USERID  USERID USERID  USERID USERID how the hell do you know are you on every board im blog email  USERID ,1
USERID USERID  USERID USERID  USERID USERID i call bull shit on that as well  USERID ,0
USERID USERID  USERID USERID  USERID USERID i did remember the two just got mixed up i have to remember like 465464miles of shit every damn day  USERID ,1
